real_mdot [kg/s],real_is_choked [-],real_tank.mass [kg],real_tank.volume [m^3],real_tank.inenergy [J],real_tank.pressure [Pa],real_tank.temperature [degK],real_tank.density [kg/m^3],real_tank.sp_inenergy [J/kg],real_tank.sp_enthalpy [J/kg],atmospheric.pressure [Pa],time [s]
0.08736171085096325,1.0,0.051180674563812895,0.0037854117839999993,11734.707419641187,2116327.2759872265,72.58564412613697,13.520503840596938,229280.04602616487,385807.2953756085,101325.0,0.755
0.08715576398086361,1.0,0.05109351879983203,0.0037854117839999993,11701.082090063335,2110041.7316009896,72.49940024520228,13.49747972355127,229013.0404974535,385341.6125581511,101325.0,0.756
0.08695044863053608,1.0,0.051006568351201494,0.0037854117839999993,11667.57646397539,2103779.396275885,72.41332055433746,13.47450984508308,228746.5485550657,384876.8583372478,101325.0,0.757
0.08674576238142961,1.0,0.050919822588820066,0.0037854117839999993,11634.190027475957,2097540.1664428855,72.32740460905734,13.451594039001405,228480.56878403883,384413.03004932083,101325.0,0.758
0.08654170282621675,1.0,0.05083328088599385,0.0037854117839999993,11600.922269266903,2091323.9390792132,72.24165196646778,13.428732139751235,228215.09977459113,383950.12504094164,101325.0,0.759
0.08633826756873231,1.0,0.05074694261842512,0.0037854117839999993,11567.77268063807,2085130.611704986,72.15606218525845,13.405923982410556,227950.14012209795,383488.1406687826,101325.0,0.76
0.08613545422391151,1.0,0.05066080716420121,0.0037854117839999993,11534.740755452081,2078960.0823799053,72.07063482569568,13.383169402687425,227685.6884270678,383027.0742995679,101325.0,0.761
0.08593326041772954,1.0,0.05057487390378348,0.0037854117839999993,11501.825990129255,2072812.2496999549,71.98536944961545,13.360468236917045,227421.7432951189,382566.9233100268,101325.0,0.762
0.08573168378714109,1.0,0.050489142219996334,0.0037854117839999993,11469.02788363262,2066687.0127941335,71.90026562041635,13.337820322058876,227158.3033369556,382107.68508684495,101325.0,0.763
0.08553072198002049,1.0,0.05040361149801632,0.0037854117839999993,11436.345937453028,2060584.2713211947,71.8153229030525,13.31522549569374,226895.36716834502,381649.3570266171,101325.0,0.764
0.08533037265510167,1.0,0.050318281125361214,0.0037854117839999993,11403.779655594368,2054503.9254664308,71.73054086402679,13.292683596020956,226632.9334100938,381191.9365358004,101325.0,0.765
0.08513063348191871,1.0,0.0502331504918793,0.0037854117839999993,11371.328544558875,2048445.875938458,71.64591907138366,13.270194461855489,226371.00068802506,380735.4210306668,101325.0,0.766
0.08493150214074771,1.0,0.05014821898973855,0.0037854117839999993,11338.992113332552,2042410.0239660374,71.56145709470253,13.247757932625108,226109.5676329555,380279.80793725763,101325.0,0.767
0.08473297632254775,1.0,0.050063486013416,0.0037854117839999993,11306.76987337066,2036396.271294912,71.47715450509067,13.225373848367566,225848.63288067223,379825.0946913354,101325.0,0.768
0.08453505372890208,1.0,0.0499789509596871,0.0037854117839999993,11274.661338583343,2030404.520184671,71.39301087517664,13.203042049727795,225588.1950719105,379371.27873833955,101325.0,0.769
0.08433773207196164,1.0,0.04989461322761514,0.0037854117839999993,11242.66602532131,2024434.6734056266,71.30902577910328,13.180762377955114,225328.25285233074,378918.35753333935,101325.0,0.77
